1651443900000	item0	19.43622050548783	BOOK	CASH	1670553351064
1651407540000	item1	125.9828663460155	DRINK	CASH	1670553351068
1651383540000	item2	189.66922845114613	FOOD	CASH	1670553351069
1651454040000	item3	135.91664867649496	DRINK	CASH	1670553351070
1651396500000	item4	26.017298477275563	HOME	CASH	1670553351071
1651413600000	item5	158.44209305707548	BOOK	CASH	1670553351073
1651450800000	item6	42.261842855849686	FOOD	CASH	1670553351074
1651405080000	item7	109.63109754696568	DRINK	CASH	1670553351076
1651382220000	item8	87.60445486101536	HOME	CASH	1670553351077
1651429800000	item9	59.12541671707137	MOVIE	CASH	1670553351078
1651408140000	item10	8.848199181734273	BOOK	CASH	1670553351080
1651407780000	item11	71.52323175199567	PLAY	CASH	1670553351081
1651455660000	item12	178.99732894289482	DRINK	CASH	1670553351082
1651378680000	item13	136.44988283073513	HOME	CASH	1670553351083
1651449600000	item14	149.30676302586897	DRINK	CASH	1670553351085
1651444020000	item15	69.34384900018371	BOOK	CASH	1670553351086
1651385820000	item16	131.81246738968423	BOOK	CASH	1670553351087
1651394280000	item17	114.9893654843032	BOOK	CASH	1670553351088
1651540800000	item18	45.580877385613384	BOOK	CASH	1670553351090
1651543800000	item19	138.84626747397252	MOVIE	CASH	1670553351091
1651465740000	item20	89.78731801464606	FOOD	CASH	1670553351092
1651473240000	item21	166.73457893623342	DRINK	CASH	1670553351093
1651465260000	item22	174.20624490501663	PLAY	CASH	1670553351094
1651513800000	item23	165.68290051327804	BOOK	CASH	1670553351095
1651500480000	item24	94.6896903121023	MOVIE	CASH	1670553351097
1651465200000	item25	56.14503227739216	PLAY	CASH	1670553351098
1651481460000	item26	181.0680399468739	BOOK	CASH	1670553351099
1651474680000	item27	165.11942674138083	FOOD	CASH	1670553351100
1651518240000	item28	35.08356306234417	PLAY	CASH	1670553351101
1651511460000	item29	87.28221481364642	HOME	CASH	1670553351103
1651518600000	item30	168.04319182051316	FOOD	CASH	1670553351104
1651539600000	item31	8.730057680660286	PLAY	CASH	1670553351105
1651519440000	item32	176.47179357189236	MOVIE	CASH	1670553351107
1651510500000	item33	156.6141326964312	FOOD	CASH	1670553351108
1651492560000	item34	144.04716254335446	DRINK	CASH	1670553351109
1651605900000	item35	98.13026969875965	MOVIE	CASH	1670553351110
1651572120000	item36	84.72055471466922	DRINK	CASH	1670553351112
1651578780000	item37	97.440708494356	FOOD	CASH	1670553351113
1651551780000	item38	9.200588533807185	FOOD	CASH	1670553351115
1651588860000	item39	153.564173255727	FOOD	CASH	1670553351116
1651553040000	item40	183.46095117821287	DRINK	CASH	1670553351118
1651593360000	item41	158.47722539651633	DRINK	CASH	1670553351120
1651569960000	item42	154.14159854164566	PLAY	CASH	1670553351121
1651587060000	item43	11.81432236756994	PLAY	CASH	1670553351122
1651572780000	item44	129.2353950352677	FOOD	CASH	1670553351123
1651576140000	item45	29.481625634686015	HOME	CASH	1670553351124
1651594560000	item46	40.02833567298985	BOOK	CASH	1670553351126
1651554480000	item47	163.8064066384027	HOME	CASH	1670553351127
1651602960000	item48	130.5909977803496	HOME	CASH	1670553351128
1651600140000	item49	79.75335220303744	PLAY	CASH	1670553351129
1651711320000	item50	180.49128970000248	DRINK	CASH	1670553351131
1651690380000	item51	135.58398270038256	HOME	CASH	1670553351132
1651705680000	item52	18.5660643513341	DRINK	CASH	1670553351134
1651682340000	item53	118.44102817478893	FOOD	CASH	1670553351135
1651696440000	item54	30.049158161842882	BOOK	CASH	1670553351137
1651706580000	item55	34.695177095509244	PLAY	CASH	1670553351139
1651691460000	item56	105.19469284946314	HOME	CASH	1670553351140
1651683000000	item57	23.33390641592579	PLAY	CASH	1670553351141
1651665060000	item58	36.994701142232444	PLAY	CASH	1670553351142
1651657680000	item59	29.70515781364613	MOVIE	CASH	1670553351143
1651709280000	item60	127.13332949803258	PLAY	CASH	1670553351144
1651686180000	item61	23.049873734694803	HOME	CASH	1670553351146
1651637700000	item62	71.54304161775069	MOVIE	CASH	1670553351147
1651702800000	item63	162.77721788698528	DRINK	CASH	1670553351148
1651708200000	item64	176.3441462914197	HOME	CASH	1670553351150
1651751700000	item65	182.99792803684144	PLAY	CASH	1670553351151
1651734060000	item66	88.50676025207152	PLAY	CASH	1670553351153
1651762080000	item67	0.6077807091469767	MOVIE	CASH	1670553351154
1651784520000	item68	129.64134634317455	PLAY	CASH	1670553351156
1651804860000	item69	14.062128256861817	PLAY	CASH	1670553351157
1651768680000	item70	25.317984037623376	PLAY	CASH	1670553351158
1651883940000	item71	55.78792507753361	DRINK	CASH	1670553351159
1651838160000	item72	131.52577133536786	FOOD	CASH	1670553351161
1651890480000	item73	17.010145698232158	PLAY	CASH	1670553351162
1651822980000	item74	161.74209379886494	FOOD	CASH	1670553351163
1651870980000	item75	6.399104693587643	HOME	CASH	1670553351164
1651816860000	item76	124.89568393747727	HOME	CASH	1670553351166
1651814940000	item77	66.60432741239227	PLAY	CASH	1670553351167
1651887660000	item78	195.6180101435988	PLAY	CASH	1670553351168
1651889640000	item79	172.56813324657548	FOOD	CASH	1670553351169
1651845300000	item80	179.3945607010908	BOOK	CASH	1670553351170
1651977780000	item81	37.8982388114929	HOME	CASH	1670553351171
1651970220000	item82	60.845323483399724	HOME	CASH	1670553351172
1651954800000	item83	137.43391641772615	DRINK	CASH	1670553351172
1651961880000	item84	77.96835726721064	PLAY	CASH	1670553351173
1651905420000	item85	151.3635244276014	MOVIE	CASH	1670553351174
1651940400000	item86	41.21930580083528	BOOK	CASH	1670553351175
1651957680000	item87	150.83021893314634	FOOD	CASH	1670553351176
1651963080000	item88	140.97414297947785	FOOD	CASH	1670553351177
1651931040000	item89	53.269461511529514	FOOD	CASH	1670553351178
1651966740000	item90	197.08529990210533	BOOK	CASH	1670553351524
1651929720000	item91	159.43467287968377	BOOK	CASH	1670553351530
1651912200000	item92	34.975913367026415	DRINK	CASH	1670553351531
1651957740000	item93	67.19287160905745	FOOD	CASH	1670553351532
1652046060000	item94	117.32844285357456	PLAY	CASH	1670553351533
1652021580000	item95	131.92292760206075	BOOK	CASH	1670553351533
1652051640000	item96	42.69702382928173	PLAY	CASH	1670553351535
1651987560000	item97	59.982009364936005	HOME	CASH	1670553351536
1652049480000	item98	154.6754982087755	DRINK	CASH	1670553351536
1652035020000	item99	139.26676372496306	MOVIE	CASH	1670553351537
1652014140000	item100	85.76256092390402	FOOD	CASH	1670553351538
1652027100000	item101	22.60945615965113	MOVIE	CASH	1670553351539
1652044860000	item102	73.21634403672897	FOOD	CASH	1670553351541
1652002260000	item103	25.43879605945232	FOOD	CASH	1670553351542
1652033100000	item104	154.3945683846946	MOVIE	CASH	1670553351544
1651982820000	item105	160.23751551601342	DRINK	CASH	1670553351545
1652033700000	item106	128.02487480891662	HOME	CASH	1670553351547
1652040960000	item107	68.57077577288516	MOVIE	CASH	1670553351548
1651992660000	item108	57.186590332337374	DRINK	CASH	1670553351550
1651982760000	item109	51.46659300297096	BOOK	CASH	1670553351551
1652078460000	item110	115.34305668106073	BOOK	CASH	1670553351553
1652134440000	item111	78.39663514741382	BOOK	CASH	1670553351554
1652094360000	item112	197.4192627017049	FOOD	CASH	1670553351556
1652106000000	item113	52.28701578815629	PLAY	CASH	1670553351557
1652138640000	item114	45.92168817822613	PLAY	CASH	1670553351559
1652069100000	item115	130.76655516834	BOOK	CASH	1670553351561
1652094960000	item116	44.77771479666994	DRINK	CASH	1670553351562
1652110800000	item117	145.75546995666016	MOVIE	CASH	1670553351564
1652123520000	item118	86.16051902183631	HOME	CASH	1670553351566
1652131260000	item119	180.13001338788652	FOOD	CASH	1670553351568
1652139480000	item120	180.22896719568547	HOME	CASH	1670553351570
1652139420000	item121	103.54263230893265	MOVIE	CASH	1670553351571
1652073060000	item122	125.03593305326241	BOOK	CASH	1670553351573
1652072280000	item123	190.676273371973	BOOK	CASH	1670553351575
1652182020000	item124	10.534091011175484	PLAY	CASH	1670553351577
1652160600000	item125	40.470454990918455	PLAY	CASH	1670553351579
